,0,1,2,3
mach,0.1179,0.2457,0.1179,0.2457
reynolds,2384395,3773527,2267366,3967591
cl_max_2d,1.5752,1.5942,1.5702,1.6026
alpha,"[0.0, 0.5, 1.0, 1.5, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0, 5.5, 6.0, 6.5, 7.0, 7.5, 8.0, 8.5, 9.0, 9.5, 10.0, 10.5, 11.0, 11.5, 12.0, 12.5, 13.0, 13.5, 14.0, 14.5, 15.0, 15.5, 16.0, 16.5, 17.0, 17.5, 18.0, 18.5, 19.0, 19.5, 20.0, 20.5, 21.0, 21.5, 22.0, 22.5, 23.0, 23.5, 24.0, 24.5, 25.0, 25.5, 27.5, 28.0, 28.5, 29.0, 29.5, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.5, 1.0, 1.5, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0, 5.5, 6.0, 6.5, 7.0, 7.5, 8.0, 8.5, 9.0, 9.5, 10.0, 10.5, 11.0, 11.5, 12.0, 12.5, 13.0, 13.5, 14.0, 14.5, 15.0, 15.5, 16.0, 16.5, 17.0, 17.5, 18.0, 18.5, 19.0, 19.5, 20.0, 20.5, 21.0, 21.5, 22.0, 22.5, 23.0, 24.0, 24.5, 25.0, 25.5, 26.0, 26.5, 27.0, 27.5, 28.0, 28.5, 29.0, 29.5, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.5, 1.0, 1.5, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0, 5.5, 6.0, 6.5, 7.0, 7.5, 8.0, 8.5, 9.0, 9.5, 10.0, 10.5, 11.0, 11.5, 12.0, 12.5, 13.0, 13.5, 14.0, 14.5, 15.0, 15.5, 16.0, 16.5, 17.0, 17.5, 18.0, 18.5, 19.0, 19.5, 20.0, 20.5, 21.0, 21.5, 22.0, 22.5, 23.0, 23.5, 24.0, 24.5, 25.0, 25.5, 26.0, 26.5, 27.0, 27.5, 28.0, 28.5, 29.0, 29.5, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.5, 1.0, 1.5, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0, 5.5, 6.0, 6.5, 7.0, 7.5, 8.0, 8.5, 9.0, 9.5, 10.0, 10.5, 11.0, 11.5, 12.0, 12.5, 13.0, 13.5, 14.0, 14.5, 15.0, 15.5, 16.0, 16.5, 17.0, 17.5, 18.0, 18.5, 19.0, 19.5, 20.0, 20.5, 21.0, 21.5, 22.0, 22.5, 23.0, 23.5, 24.0, 24.5, 25.0, 25.5, 26.0, 26.5, 27.0, 27.5, 28.0, 28.5, 29.0, 29.5, 30.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
cl,"[0.0, 0.056, 0.1122, 0.1682, 0.2238, 0.2791, 0.3339, 0.3886, 0.4429, 0.4966, 0.5498, 0.6034, 0.6585, 0.7192, 0.7818, 0.8476, 0.9134, 0.9785, 1.0327, 1.0751, 1.1197, 1.1661, 1.2121, 1.2603, 1.3077, 1.3526, 1.397, 1.4376, 1.4751, 1.5082, 1.5331, 1.5541, 1.5685, 1.5727, 1.575, 1.5752, 1.5651, 1.5387, 1.4906, 1.4106, 1.2968, 1.2015, 1.1485, 1.1142, 1.0947, 1.0788, 1.0642, 0.6165, 0.6134, 0.9839, 0.9997, 1.0123, 1.0708, 1.0865, 1.1009, 1.1149, 1.1283, 1.1413, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.0, 0.058, 0.1165, 0.1743, 0.2323, 0.2897, 0.3471, 0.4044, 0.4617, 0.519, 0.5755, 0.6322, 0.6877, 0.7424, 0.798, 0.8607, 0.9251, 0.9925, 1.0599, 1.1259, 1.1719, 1.22, 1.2688, 1.3185, 1.3673, 1.4149, 1.4589, 1.4977, 1.5305, 1.5549, 1.5745, 1.5883, 1.5942, 1.5897, 1.5701, 1.5318, 1.4729, 1.3955, 1.3006, 1.2042, 1.1335, 1.0879, 1.0635, 1.0459, 1.028, 1.0193, 0.9832, 0.9958, 1.0045, 1.0207, 1.0368, 1.0509, 1.0654, 1.0808, 1.0964, 1.1119, 1.1272, 1.142, 1.1562, 1.1702, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0559, 0.1121, 0.1679, 0.2235, 0.2788, 0.3334, 0.3878, 0.442, 0.4953, 0.5486, 0.6023, 0.6575, 0.7205, 0.7834, 0.8499, 0.9159, 0.9809, 1.0309, 1.0737, 1.1177, 1.1644, 1.2109, 1.2582, 1.3055, 1.3498, 1.3942, 1.4351, 1.4704, 1.5022, 1.5269, 1.5477, 1.5631, 1.5702, 1.5642, 1.5576, 1.544, 1.5115, 1.4541, 1.3605, 1.2504, 1.185, 1.1361, 1.107, 1.0896, 1.0741, 1.0508, 0.6048, 0.6135, 0.6227, 0.6256, 0.6304, 0.6353, 0.6425, 0.6497, 0.6547, 0.6597, 0.6637, 0.6697, 0.6755, 0.6811, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.0, 0.058, 0.1165, 0.1745, 0.2325, 0.2901, 0.3473, 0.4048, 0.4622, 0.5197, 0.5765, 0.6331, 0.6891, 0.7436, 0.7993, 0.8606, 0.9235, 0.991, 1.0583, 1.1241, 1.174, 1.2218, 1.2706, 1.32, 1.3695, 1.4172, 1.4611, 1.502, 1.5365, 1.5614, 1.5819, 1.5964, 1.6026, 1.5972, 1.576, 1.536, 1.4776, 1.4055, 1.3179, 1.2242, 1.1449, 1.0948, 1.0677, 1.0487, 1.0359, 1.0246, 0.9904, 0.981, 0.9973, 1.0053, 1.0214, 1.0375, 1.051, 1.0657, 1.0811, 1.0965, 1.1118, 1.1269, 1.1417, 0.6872, 0.693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
cd,"[0.00514, 0.00518, 0.00522, 0.00531, 0.00543, 0.0056, 0.00585, 0.00613, 0.00645, 0.00676, 0.00711, 0.00747, 0.0079, 0.00834, 0.0089, 0.00943, 0.00997, 0.0105, 0.011, 0.01159, 0.01214, 0.01266, 0.01341, 0.01403, 0.01474, 0.01565, 0.01654, 0.01765, 0.01888, 0.02008, 0.02153, 0.02339, 0.02593, 0.02974, 0.03442, 0.04003, 0.04758, 0.05796, 0.07208, 0.0919, 0.11859, 0.14405, 0.16308, 0.1794, 0.1931, 0.20649, 0.22039, 0.23171, 0.24232, 0.2955, 0.30071, 0.31034, 0.33882, 0.34684, 0.35189, 0.35676, 0.36101, 0.36763, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0052, 0.0052, 0.00522, 0.00535, 0.00545, 0.00563, 0.00585, 0.00606, 0.00632, 0.00654, 0.00681, 0.0071, 0.00748, 0.0079, 0.00834, 0.00877, 0.00926, 0.00984, 0.01033, 0.01093, 0.01151, 0.01205, 0.01276, 0.01358, 0.01451, 0.01552, 0.01673, 0.01819, 0.01958, 0.02133, 0.02362, 0.02671, 0.03104, 0.03721, 0.04608, 0.05816, 0.07361, 0.09225, 0.11437, 0.13834, 0.1599, 0.17832, 0.19338, 0.20755, 0.22301, 0.23686, 0.26392, 0.2881, 0.30155, 0.3078, 0.31389, 0.32264, 0.33289, 0.34121, 0.34884, 0.35592, 0.36224, 0.36747, 0.3723, 0.3773, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.00513, 0.00519, 0.00525, 0.00532, 0.00544, 0.0056, 0.00587, 0.00616, 0.00647, 0.00682, 0.00718, 0.00754, 0.00798, 0.00843, 0.00901, 0.00955, 0.01008, 0.01064, 0.01113, 0.01169, 0.01232, 0.01284, 0.01354, 0.01425, 0.01495, 0.01591, 0.01678, 0.01786, 0.01923, 0.02042, 0.02192, 0.02382, 0.02636, 0.02997, 0.03556, 0.04215, 0.0504, 0.06187, 0.07769, 0.10016, 0.12697, 0.1473, 0.16571, 0.18104, 0.19432, 0.20772, 0.22451, 0.2378, 0.24232, 0.24626, 0.25379, 0.26084, 0.26831, 0.27326, 0.27794, 0.28409, 0.2908, 0.29927, 0.30454, 0.30959, 0.31437, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0052, 0.00518, 0.00522, 0.00534, 0.00544, 0.00561, 0.00584, 0.00606, 0.00628, 0.00652, 0.00677, 0.00706, 0.00742, 0.00785, 0.00827, 0.00867, 0.00916, 0.00971, 0.0102, 0.01081, 0.01136, 0.01191, 0.01261, 0.01345, 0.01433, 0.01533, 0.01657, 0.01789, 0.01926, 0.02095, 0.02314, 0.0261, 0.03029, 0.03641, 0.04535, 0.05762, 0.07298, 0.09081, 0.11168, 0.13488, 0.15771, 0.17682, 0.19239, 0.20687, 0.22071, 0.23511, 0.26061, 0.28091, 0.28705, 0.30078, 0.30703, 0.31307, 0.32281, 0.33215, 0.33955, 0.34804, 0.35451, 0.35979, 0.36578, 0.31521, 0.32045, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
cdp,"[0.00079, 0.0008, 0.00084, 0.00091, 0.00101, 0.00114, 0.00131, 0.00152, 0.00176, 0.00203, 0.00232, 0.00262, 0.00297, 0.00334, 0.00381, 0.00429, 0.00481, 0.00535, 0.00586, 0.00646, 0.00706, 0.00761, 0.00837, 0.00903, 0.00976, 0.01072, 0.01165, 0.0128, 0.01413, 0.01543, 0.01698, 0.01896, 0.02164, 0.02563, 0.03051, 0.03631, 0.04407, 0.05469, 0.06908, 0.08921, 0.11626, 0.142, 0.16122, 0.17769, 0.1915, 0.20501, 0.21902, 0.23071, 0.24133, 0.29436, 0.29958, 0.30921, 0.33771, 0.34574, 0.35079, 0.35567, 0.35994, 0.36655, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.00074, 0.00076, 0.00079, 0.00086, 0.00096, 0.00109, 0.00127, 0.00146, 0.00169, 0.00193, 0.00221, 0.00251, 0.00287, 0.00326, 0.00367, 0.00411, 0.00459, 0.00519, 0.0057, 0.00631, 0.00692, 0.00748, 0.00822, 0.00908, 0.01008, 0.01117, 0.01248, 0.01408, 0.0156, 0.01751, 0.01996, 0.02322, 0.02776, 0.03414, 0.04325, 0.05558, 0.07128, 0.09015, 0.1125, 0.13668, 0.15842, 0.17696, 0.1921, 0.20635, 0.22189, 0.23583, 0.26299, 0.28718, 0.30063, 0.30689, 0.31298, 0.32174, 0.33198, 0.34031, 0.34795, 0.35503, 0.36136, 0.36659, 0.37142, 0.37643, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0008, 0.00082, 0.00086, 0.00092, 0.00102, 0.00115, 0.00133, 0.00154, 0.00179, 0.00206, 0.00235, 0.00265, 0.00301, 0.00339, 0.00387, 0.00437, 0.00487, 0.00545, 0.00595, 0.00653, 0.0072, 0.00775, 0.00846, 0.00922, 0.00995, 0.01095, 0.01188, 0.013, 0.01446, 0.01577, 0.01737, 0.0194, 0.02206, 0.02584, 0.03165, 0.03847, 0.04693, 0.05865, 0.07476, 0.09756, 0.1247, 0.14525, 0.16384, 0.17931, 0.19271, 0.20623, 0.22316, 0.23678, 0.24131, 0.24526, 0.25279, 0.25985, 0.26733, 0.27229, 0.27697, 0.28314, 0.28985, 0.29833, 0.30362, 0.30867, 0.31347, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.00074, 0.00075, 0.00079, 0.00086, 0.00095, 0.00108, 0.00126, 0.00145, 0.00167, 0.00191, 0.00219, 0.00249, 0.00283, 0.00323, 0.00364, 0.00405, 0.00453, 0.0051, 0.0056, 0.00622, 0.0068, 0.00737, 0.0081, 0.00896, 0.00992, 0.011, 0.01234, 0.01379, 0.0153, 0.01713, 0.01947, 0.02261, 0.02699, 0.03335, 0.04254, 0.05506, 0.07067, 0.08871, 0.1098, 0.1332, 0.15622, 0.17546, 0.19113, 0.20567, 0.21959, 0.23408, 0.2597, 0.28001, 0.28615, 0.29988, 0.30614, 0.31218, 0.32193, 0.33127, 0.33867, 0.34716, 0.35364, 0.35893, 0.36492, 0.3145, 0.31975, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
